file_name,alloy,card,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,YS (MPa),UTS (MPa),Uniform EL (percentage),Fracture EL (percentage),YPE (percentage),Casting,Ingot thickness (mm),Homogenization (Celsius/Seconds),homog_steps,homog_time_total_s,homog_temp_max_C,homog_T_time_weighted_C,homog_time_at_ge_520C_s,adequate_homog,Hot rolling reduction (percentage),Cold rolling reduction (percentage),Recrystallization annealing (Celsius/Seconds),recryst_type,recryst_steps,recryst_time_total_s,recryst_temp_max_C,recryst_T_time_weighted_C,adequate_recryst,adequate_recryst_batch,adequate_recryst_flash,Mean grain size (µm),Secondary phase particle size and density,Crystallographic texture,flag_missing_YS,flag_missing_UTS,flag_missing_FractureEL,flag_missing_UniformEL,flag_missing_YPE,Homogenization_RAW,Recrystallization annealing_RAW,comp_sum_before,comp_fix_applied,comp_sum_after,Al_RAW,Si_RAW,Fe_RAW,Cu_RAW,Mn_RAW,Mg_RAW,Cr_RAW,Ni_RAW,Zn_RAW,Ti_RAW,Zr_RAW,Sc_RAW,Other_RAW
AA5xxx Card - 036F.docx,AA5xxx,036F,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,105.0,254.0,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,400/180,flash,1,180,400.0,400.0,1,0,1,43.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036G.docx,AA5xxx,036G,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,104.0,252.0,,23.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,400/300,flash,1,300,400.0,399.99999999999994,1,0,1,45.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036H.docx,AA5xxx,036H,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,105.0,255.0,,24.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,10.0,400/600,flash,1,600,400.0,399.99999999999994,1,0,1,45.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036I.docx,AA5xxx,036I,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,107.5,258.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,400/60,flash,1,60,400.0,400.0,1,0,1,45.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036J.docx,AA5xxx,036J,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,106.0,253.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,400/180,flash,1,180,400.0,400.0,1,0,1,48.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036K.docx,AA5xxx,036K,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,108.0,260.0,,22.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,400/300,flash,1,300,400.0,399.99999999999994,1,0,1,44.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036L.docx,AA5xxx,036L,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,106.5,260.0,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,15.0,400/600,flash,1,600,400.0,399.99999999999994,1,0,1,40.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036M.docx,AA5xxx,036M,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.0,259.0,,18.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,400/60,flash,1,60,400.0,400.0,1,0,1,23.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 1 minute",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036N.docx,AA5xxx,036N,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.0,260.0,,18.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,400/180,flash,1,180,400.0,400.0,1,0,1,23.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 3 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036O.docx,AA5xxx,036O,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.0,260.0,,21.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,400/300,flash,1,300,400.0,399.99999999999994,1,0,1,23.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 5 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 036P.docx,AA5xxx,036P,95.06499995,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,115.0,260.0,,20.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.6,20.0,400/600,flash,1,600,400.0,399.99999999999994,1,0,1,23.0,,,0,0,0,1,1,540°C > 5 hours,"flash annealing, 400°C 10 minutes",4.935000059999999,1,100.0,1e-08,0.03,0.21,0.04,0.34,4.3,0.01,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 037A.docx,AA5xxx,037A,96.88499995,0.11,0.33,0.02,0.08,2.37,0.2,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,139.0,225.0,,17.6,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,60.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,30.0,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",3.11500006,1,100.0,1e-08,0.11,0.33,0.02,0.08,2.37,0.2,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 037B.docx,AA5xxx,037B,96.90499995,0.13,0.31,0.02,0.07,2.35,0.21,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,137.12,221.38,,17.9,0.0,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.5,60.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,30.0,,,0,0,0,1,0,540°C > 5 hours,"batch annealing, 350°C 2 hours",3.0950000599999994,1,100.0,1e-08,0.13,0.31,0.02,0.07,2.35,0.21,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 038A.docx,AA5xxx,038A,96.19499993,0.1,0.2,1e-08,0.4,3.1,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,140.0,250.0,,20.5,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.0,65.0,300/7200,batch,1,7200,300.0,300.0,1,1,0,11.0,,,0,0,0,1,1,540°C > 5 hours,"Batch annealing, 300°C 2 hours",3.8050000799999997,1,100.0,1e-08,0.1,0.2,1e-08,0.4,3.1,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 038B.docx,AA5xxx,038B,96.19499993,0.1,0.2,1e-08,0.4,3.1,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,135.0,248.0,,20.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.0,65.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,6.0,,,0,0,0,1,1,540°C > 5 hours,"Batch annealing, 350°C 2 hours",3.8050000799999997,1,100.0,1e-08,0.1,0.2,1e-08,0.4,3.1,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 038C.docx,AA5xxx,038C,96.19499993,0.1,0.2,1e-08,0.4,3.1,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,130.0,246.0,,22.0,,DC,635.0,540/18000,1.0,18000.0,540.0,540.0,18000.0,1.0,99.0,65.0,400/7200,batch,1,7200,400.0,400.0,1,1,0,6.6,,,0,0,0,1,1,540°C > 5 hours,"Batch annealing, 400°C 2 hours",3.8050000799999997,1,100.0,1e-08,0.1,0.2,1e-08,0.4,3.1,1e-08,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 039A.docx,AA5xxx,039A,96.88499995,0.11,0.31,0.02,0.08,2.37,0.22,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,140.0,210.0,,17.0,0.0,DC,635.0,470/21600,1.0,21600.0,470.0,470.0,0.0,0.0,99.5,45.0,370/7200,batch,1,7200,370.0,370.0,1,1,0,31.2,,,0,0,0,1,0,470°C 6 hours,"batch annealing, 370°C 2 hours",3.11500006,1,100.0,1e-08,0.11,0.31,0.02,0.08,2.37,0.22,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 039B.docx,AA5xxx,039B,96.88499995,0.11,0.31,0.02,0.08,2.37,0.22,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,135.0,210.0,,17.3,0.0,DC,635.0,470/21600,1.0,21600.0,470.0,470.0,0.0,0.0,99.5,45.0,370/14400,batch,1,14400,370.0,370.0,1,1,0,31.2,,,0,0,0,1,0,470°C 6 hours,"batch annealing, 370°C 4 hours",3.11500006,1,100.0,1e-08,0.11,0.31,0.02,0.08,2.37,0.22,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 039C.docx,AA5xxx,039C,96.88499995,0.11,0.31,0.02,0.08,2.37,0.22,1e-08,1e-08,0.005,1e-08,1e-08,1e-08,124.5,209.0,,17.5,0.0,DC,635.0,470/21600,1.0,21600.0,470.0,470.0,0.0,0.0,99.5,45.0,370/21600,batch,1,21600,370.0,370.0,1,1,0,33.5,,,0,0,0,1,0,470°C 6 hours,"batch annealing, 370°C 6 hours",3.11500006,1,100.0,1e-08,0.11,0.31,0.02,0.08,2.37,0.22,1e-08,1e-08,0.005,1e-08,1e-08,1e-08
AA5xxx Card - 040A.docx,AA5xxx,040A,95.45099994,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08,237.5,350.0,,20.0,0.0,permanent steel mould,30.0,425/43200,1.0,43200.0,425.0,425.0,0.0,0.0,88.0,69.0,300/3600,batch,1,3600,300.0,300.0,1,1,0,17.0,,,0,0,0,1,0,425°C 12 hours,"batch annealing, 300°C 1 hour",4.54900007,1,100.0,1e-08,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08
AA5xxx Card - 040B.docx,AA5xxx,040B,95.45099994,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08,220.0,350.0,,20.0,0.0,permanent steel mould,30.0,425/43200,1.0,43200.0,425.0,425.0,0.0,0.0,88.0,69.0,350/3600,batch,1,3600,350.0,350.0,1,1,0,19.0,,,0,0,0,1,0,425°C 12 hours,"batch annealing, 350°C 1 hour",4.54900007,1,100.0,1e-08,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08
AA5xxx Card - 040C.docx,AA5xxx,040C,95.45099994,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08,220.0,340.0,,20.7,0.0,permanent steel mould,30.0,425/43200,1.0,43200.0,425.0,425.0,0.0,0.0,88.0,69.0,400/3600,batch,1,3600,400.0,400.0,1,1,0,20.0,,,0,0,0,1,0,425°C 12 hours,"batch annealing, 400°C 1 hour",4.54900007,1,100.0,1e-08,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08
AA5xxx Card - 040D.docx,AA5xxx,040D,95.45099994,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08,179.0,337.0,,25.0,0.0,permanent steel mould,30.0,525/7200,1.0,7200.0,525.0,525.0,7200.0,1.0,88.0,69.0,300/3600,batch,1,3600,300.0,300.0,1,1,0,30.0,,,0,0,0,1,0,525°C 2 hours,"batch annealing, 300°C 1 hour",4.54900007,1,100.0,1e-08,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08
AA5xxx Card - 040E.docx,AA5xxx,040E,95.45099994,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08,174.0,335.0,,25.5,0.0,permanent steel mould,30.0,525/7200,1.0,7200.0,525.0,525.0,7200.0,1.0,88.0,69.0,350/3600,batch,1,3600,350.0,350.0,1,1,0,38.0,,,0,0,0,1,0,525°C 2 hours,"batch annealing, 350°C 1 hour",4.54900007,1,100.0,1e-08,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08
AA5xxx Card - 040F.docx,AA5xxx,040F,95.45099994,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08,176.0,332.0,,25.7,0.0,permanent steel mould,30.0,525/7200,1.0,7200.0,525.0,525.0,7200.0,1.0,88.0,69.0,400/3600,batch,1,3600,400.0,400.0,1,1,0,50.0,,,0,0,0,1,0,525°C 2 hours,"batch annealing, 400°C 1 hour",4.54900007,1,100.0,1e-08,0.27,0.31,1e-08,0.81,3.01,0.14,1e-08,1e-08,0.009,1e-08,1e-08,1e-08
AA5xxx Card - 041A.docx,AA5xxx,041A,96.85599993,0.08,0.19,1e-08,0.003,2.87,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,90.0,205.0,22.8,28.7,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,16.0,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.1440000799999996,1,100.0,1e-08,0.08,0.19,1e-08,0.003,2.87,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 041B.docx,AA5xxx,041B,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,95.0,215.0,23.9,28.1,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,18.4,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 041C.docx,AA5xxx,041C,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,101.0,228.0,20.3,24.2,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,19.0,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 041D.docx,AA5xxx,041D,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,109.0,244.0,21.3,24.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,14.7,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042A.docx,AA5xxx,042A,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,108.0,138.0,,20.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,365/7200,batch,1,7200,365.0,365.0,1,1,0,18.1,,,0,0,0,1,1,520°C 5.5 hours,"batch annealing, 365°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042B.docx,AA5xxx,042B,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,108.0,245.0,21.5,24.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,15.4,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042C.docx,AA5xxx,042C,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,111.5,237.0,,,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,340/7200,batch,1,7200,340.0,340.0,1,1,0,14.9,,,0,0,1,1,1,520°C 5.5 hours,"batch annealing, 340°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042D.docx,AA5xxx,042D,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,116.0,236.0,,,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,300/7200,batch,1,7200,300.0,300.0,1,1,0,12.9,,,0,0,1,1,1,520°C 5.5 hours,"batch annealing, 300°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042E.docx,AA5xxx,042E,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,120.0,245.0,,,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,290/7200,batch,1,7200,290.0,290.0,0,0,0,12.6,,,0,0,1,1,1,520°C 5.5 hours,"batch annealing, 290°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 042F.docx,AA5xxx,042F,96.07899993,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,124.0,244.0,,19.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,275/7200,batch,1,7200,275.0,275.0,0,0,0,9.6,,,0,0,0,1,1,520°C 5.5 hours,"batch annealing, 275°C 2 hours",3.9210000799999993,1,100.0,1e-08,0.08,0.18,1e-08,0.78,2.88,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043A.docx,AA5xxx,043A,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,100.0,228.0,20.0,24.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,19.1,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043B.docx,AA5xxx,043B,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,105.0,230.0,,25.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,18.4,,,0,0,0,1,1,520°C 5.5 hours,batch annealing 350°C 2 hours,3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043C.docx,AA5xxx,043C,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,104.0,229.0,,25.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,80.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,18.0,,,0,0,0,1,1,520°C 5.5 hours,batch annealing 350°C 2 hours,3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043D.docx,AA5xxx,043D,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,108.0,235.0,,24.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,320/7200,batch,1,7200,320.0,320.0,1,1,0,16.5,,,0,0,0,1,1,520°C 5.5 hours,batch annealing 320°C 2 hours,3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043E.docx,AA5xxx,043E,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,110.0,235.0,,24.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,75.0,320/7200,batch,1,7200,320.0,320.0,1,1,0,13.9,,,0,0,0,1,1,520°C 5.5 hours,batch annealing 320°C 2 hours,3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 043F.docx,AA5xxx,043F,96.36899993,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,116.5,235.0,,23.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,320/7200,batch,1,7200,320.0,320.0,1,1,0,10.5,,,0,0,0,1,1,520°C 5.5 hours,batch annealing 320°C 2 hours,3.6310000799999993,1,100.0,1e-08,0.08,0.19,1e-08,0.5,2.86,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 044A.docx,AA5xxx,044A,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,95.0,215.5,24.2,28.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,18.4,,,0,0,0,0,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 044B.docx,AA5xxx,044B,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,97.5,227.0,,26.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,16.5,,,0,0,0,1,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 044C.docx,AA5xxx,044C,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,100.0,225.0,,26.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,75.0,350/7200,batch,1,7200,350.0,350.0,1,1,0,15.3,,,0,0,0,1,1,520°C 5.5 hours,"batch annealing, 350°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 044D.docx,AA5xxx,044D,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,105.0,223.0,,26.0,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,70.0,320/7200,batch,1,7200,320.0,320.0,1,1,0,12.9,,,0,0,0,1,1,520°C 5.5 hours,"batch annealing, 320°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
AA5xxx Card - 044E.docx,AA5xxx,044E,96.64899993,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08,108.0,225.0,,24.5,,DC,95.25,520/19800,1.0,19800.0,520.0,520.0,19800.0,1.0,99.0,80.0,320/7200,batch,1,7200,320.0,320.0,1,1,0,10.0,,,0,0,0,1,1,520°C 5.5 hours,"batch annealing, 320°C 2 hours",3.3510000799999995,1,100.0,1e-08,0.07,0.19,1e-08,0.2,2.89,1e-08,1e-08,1e-08,0.001,1e-08,1e-08,1e-08
