file_name,alloy,card,Al,Si,Fe,Cu,Mn,Mg,Cr,Ni,Zn,Ti,Zr,Sc,Other,YS (MPa),UTS (MPa),Uniform EL (percentage),Fracture EL (percentage),YPE (percentage),Casting,Ingot thickness,Homogenization (Celsius/Minutes),Hot rolling reduction (percentage),Cold rolling reduction (percentage),Recrystallization annealing (Celsius/Minutes),Mean grain size (µm),Secondary phase particle size and density,Crystallographic texture,,,,,,
AA5xxx Card - 026R.docx,AA5xxx,026R,1.00E-08,0.14,0.32,1.00E-08,0.34,4.72,1.00E-08,1.00E-08,1.00E-08,0.005,0.15,1.00E-08,1.00E-08,118,279,,18,1.1,mould casting,40,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,93.8,63,"batch annealing, 370°C 1 hour",17.7,N/A,,,,,,,
AA5xxx Card - 026S.docx,AA5xxx,026S,1.00E-08,0.14,0.32,1.00E-08,0.34,4.72,1.00E-08,1.00E-08,1.00E-08,0.005,0.15,1.00E-08,1.00E-08,103,268,,17,0.2,mould casting,40,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,93.8,20,"batch annealing, 370°C 1 hour",18.9,N/A,,,,,,,
AA5xxx Card - 027A.docx,AA5xxx,027A,1.00E-08,0.13,0.19,1.00E-08,0.41,4.57,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,120,268,,24,0.7,mould casting,40,530°C 5.5 hours,93.8,63,"flash annealing, 500°C 5 minutes",15.2,N/A,,,,,,,
AA5xxx Card - 027B.docx,AA5xxx,027B,1.00E-08,0.13,0.19,1.00E-08,0.41,4.57,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,108,262,,23,0,mould casting,40,530°C 5.5 hours,93.8,20,"flash annealing, 500°C 5 minutes",34.1,N/A,,,,,,,
AA5xxx Card - 027C.docx,AA5xxx,027C,1.00E-08,0.14,0.2,1.00E-08,0.42,4.16,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,116,258,,22,0.5,mould casting,40,530°C 5.5 hours,93.8,63,"flash annealing, 500°C 5 minutes",16,N/A,,,,,,,
AA5xxx Card - 027D.docx,AA5xxx,027D,1.00E-08,0.14,0.2,1.00E-08,0.42,4.16,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,102,247,,23,0,mould casting,40,530°C 5.5 hours,93.8,20,"flash annealing, 500°C 5 minutes",35.8,N/A,,,,,,,
AA5xxx Card - 027E.docx,AA5xxx,027E,1.00E-08,0.13,0.19,1.00E-08,0.43,3.6,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,108,244,,23,0.6,mould casting,40,530°C 5.5 hours,93.8,63,"flash annealing, 500°C 5 minutes",15,N/A,,,,,,,
AA5xxx Card - 027F.docx,AA5xxx,027F,1.00E-08,0.13,0.19,1.00E-08,0.43,3.6,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,98,237,,22,0,mould casting,40,530°C 5.5 hours,93.8,20,"flash annealing, 500°C 5 minutes",40.3,N/A,,,,,,,
AA5xxx Card - 027G.docx,AA5xxx,027G,1.00E-08,0.13,0.2,1.00E-08,0.34,4.89,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,116,163,,23,0.4,mould casting,40,530°C 5.5 hours,93.8,63,"flash annealing, 500°C 5 minutes",17.1,N/A,,,,,,,
AA5xxx Card - 027H.docx,AA5xxx,027H,1.00E-08,0.13,0.2,1.00E-08,0.34,4.89,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,114,268,,23,0,mould casting,40,530°C 5.5 hours,93.8,20,"flash annealing, 500°C 5 minutes",36.8,N/A,,,,,,,
AA5xxx Card - 027I.docx,AA5xxx,027I,1.00E-08,0.13,0.2,1.00E-08,0.2,4.48,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,100,248,,22,0.2,mould casting,40,530°C 5.5 hours,93.8,63,"flash annealing, 500°C 5 minutes",26.7,N/A,,,,,,,
AA5xxx Card - 027J.docx,AA5xxx,027J,1.00E-08,0.13,0.2,1.00E-08,0.2,4.48,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,97,241,,25,0,mould casting,40,530°C 5.5 hours,93.8,20,"flash annealing, 500°C 5 minutes",38.9,N/A,,,,,,,
AA5xxx Card - 027K.docx,AA5xxx,027K,1.00E-08,0.13,0.18,0.15,0.42,4.62,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,121,280,,26,0.5,mould casting,40,480°C 24 hours + 490°C 24 hours,93.8,63,"flash annealing, 500°C 5 minutes",23.2,N/A,,,,,,,
AA5xxx Card - 027L.docx,AA5xxx,027L,1.00E-08,0.13,0.18,0.15,0.42,4.62,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,116,288,,23,0,mould casting,40,480°C 24 hours + 490°C 24 hours,93.8,20,"flash annealing, 500°C 5 minutes",30.7,N/A,,,,,,,
AA5xxx Card - 027M.docx,AA5xxx,027M,1.00E-08,0.14,0.3,0.75,0.31,4.69,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,135,303,,25,0.4,mould casting,40,480°C 24 hours + 490°C 24 hours,93.8,63,"flash annealing, 500°C 5 minutes",21.3,N/A,,,,,,,
AA5xxx Card - 027N.docx,AA5xxx,027N,1.00E-08,0.13,0.18,1.00E-08,0.4,4.53,1.00E-08,1.00E-08,0.24,0.005,1.00E-08,1.00E-08,1.00E-08,124,272,,24,0.5,mould casting,40,460°C 24 hours,93.8,63,"flash annealing, 500°C 5 minutes",14.3,N/A,,,,,,,
AA5xxx Card - 027O.docx,AA5xxx,027O,1.00E-08,0.13,0.18,1.00E-08,0.4,4.53,1.00E-08,1.00E-08,0.24,0.005,1.00E-08,1.00E-08,1.00E-08,110,269,,24,0,mould casting,40,460°C 24 hours,93.8,20,"flash annealing, 500°C 5 minutes",31.4,N/A,,,,,,,
AA5xxx Card - 027P.docx,AA5xxx,027P,1.00E-08,0.13,0.19,1.00E-08,0.42,4.57,1.00E-08,1.00E-08,2.08,0.005,1.00E-08,1.00E-08,1.00E-08,195,362,,24,0.8,mould casting,40,460°C 24 hours,93.8,63,"flash annealing, 500°C 5 minutes",11.4,N/A,,,,,,,
AA5xxx Card - 027Q.docx,AA5xxx,027Q,1.00E-08,0.13,0.19,1.00E-08,0.42,4.57,1.00E-08,1.00E-08,2.08,0.005,1.00E-08,1.00E-08,1.00E-08,183,368,,20,0,mould casting,40,460°C 24 hours,93.8,20,"flash annealing, 500°C 5 minutes",28,N/A,,,,,,,
AA5xxx Card - 027R.docx,AA5xxx,027R,1.00E-08,0.14,0.32,1.00E-08,0.34,4.72,1.00E-08,1.00E-08,1.00E-08,0.005,0.15,1.00E-08,1.00E-08,195,362,,24,1,mould casting,40,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,93.8,63,"flash annealing, 500°C 5 minutes",11,N/A,,,,,,,
AA5xxx Card - 027S.docx,AA5xxx,027S,1.00E-08,0.14,0.32,1.00E-08,0.34,4.72,1.00E-08,1.00E-08,1.00E-08,0.005,0.15,1.00E-08,1.00E-08,183,368,,20,0,mould casting,40,350°C 4 hours + 480°C 24 hours + 490°C 24 hours,93.8,20,"flash annealing, 500°C 5 minutes",19.1,N/A,,,,,,,
AA5xxx Card - 028A.docx,AA5xxx,028A,1.00E-08,0.1,0.2,1.00E-08,0.05,1.15,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,50,120,,28,0,DC,550,520°C > 5 hours,99,75,"batch annealing, 350°C 2 hours",35,N/A,,,,,,,
AA5xxx Card - 028B.docx,AA5xxx,028B,1.00E-08,0.1,0.2,1.00E-08,0.4,2.2,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,90,190,,23,,DC,550,520°C > 5 hours,99,75,"batch annealing, 350°C 2 hours",30,N/A,,,,,,,
AA5xxx Card - 028C.docx,AA5xxx,028C,1.00E-08,0.1,0.2,1.00E-08,0.45,3.5,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,120,235,,22,,DC,550,520°C > 5 hours,99,75,"batch annealing, 350°C 2 hours",12.5,N/A,,,,,,,
AA5xxx Card - 028D.docx,AA5xxx,028D,1.00E-08,0.1,0.2,1.00E-08,0.65,4.2,1.00E-08,1.00E-08,1.00E-08,0.06,1.00E-08,1.00E-08,1.00E-08,140,270,,23,,DC,550,520°C > 5 hours,99,75,"batch annealing, 350°C 2 hours",25,N/A,,,,,,,
AA5xxx Card - 028E.docx,AA5xxx,028E,1.00E-08,0.1,0.2,1.00E-08,0.55,5.3,1.00E-08,1.00E-08,1.00E-08,0.06,1.00E-08,1.00E-08,1.00E-08,170,300,,20,,DC,550,520°C > 5 hours,99,75,"batch annealing, 350°C 2 hours",???,N/A,,,,,,,
AA5xxx Card - 028F.docx,AA5xxx,028F,1.00E-08,0.1,0.2,1.00E-08,0.65,6.3,1.00E-08,1.00E-08,1.00E-08,0.06,1.00E-08,1.00E-08,1.00E-08,180,340,,20,,DC,550,520°C > 5 hours,99,75,"batch annealing, 350°C 2 hours",???,N/A,,,,,,,
AA5xxx Card - 029A.docx,AA5xxx,029A,1.00E-08,0.08,0.1,0.1,0.03,0.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,70.3,123.4,,21.2,0,DC,635,540°C > 5 hours,99.4,80,"batch annealing, 275°C 8 hours",20.7,N/A,,,,,,,
AA5xxx Card - 029B.docx,AA5xxx,029B,1.00E-08,0.08,0.1,0.1,0.03,0.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,60,120,,23.1,0,DC,635,540°C > 5 hours,99.4,80,"batch annealing, 275°C 10 hours",24,N/A,,,,,,,
AA5xxx Card - 029C.docx,AA5xxx,029C,1.00E-08,0.08,0.1,0.1,0.03,0.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,52.4,116.5,,22.8,0,DC,635,540°C > 5 hours,99.4,80,"batch annealing, 275°C 12 hours",26,N/A,,,,,,,
AA5xxx Card - 029D.docx,AA5xxx,029D,1.00E-08,0.08,0.1,0.1,0.03,0.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,49,115.1,,23.7,0,DC,635,540°C > 5 hours,99.4,80,"batch annealing, 295°C 2 hours",27.8,N/A,,,,,,,
AA5xxx Card - 029E.docx,AA5xxx,029E,1.00E-08,0.08,0.1,0.1,0.03,0.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,40.7,111.7,,26.8,0,DC,635,540°C > 5 hours,99.4,80,"batch annealing, 305°C 2 hours",30.7,N/A,,,,,,,
AA5xxx Card - 030A.docx,AA5xxx,030A,1.00E-08,0.09,0.2,0.04,0.05,2.3,0.19,1.00E-08,0.01,0.01,1.00E-08,1.00E-08,1.00E-08,169.25,228.34,,12,0,DC,635,540°C > 5 hours,99.4,78,"batch annealing, 350°C 2 hours",26.5,N/A,,,,,,,
AA5xxx Card - 031A.docx,AA5xxx,031A,1.00E-08,0.11,0.33,0.02,0.08,2.37,0.2,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,139.67,225.61,,17.6,0,DC,635,540°C > 5 hours,99.4,70,"batch annealing, 350°C 2 hours",30,N/A,,,,,,,
AA5xxx Card - 031B.docx,AA5xxx,031B,1.00E-08,0.11,0.31,0.02,0.07,2.35,0.21,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,137.12,221.38,,17.9,0,DC,635,540°C > 5 hours,99.4,70,"batch annealing, 350°C 2 hours",30,N/A,,,,,,,
AA5xxx Card - 032A.docx,AA5xxx,032A,1.00E-08,0.1,0.2,1.00E-08,0.6,5.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,191.6,348.8,,24.5,,DC,635,540°C > 5 hours,99.4,90,"flash annealing, 400°C 1 hour",5.3,N/A,,,,,,,
AA5xxx Card - 032B.docx,AA5xxx,032B,1.00E-08,0.1,0.2,1.00E-08,0.6,5.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,169.1,318.8,,24,,DC,635,540°C > 5 hours,99.4,90,"flash annealing, 450°C 1 hour",5.7,N/A,,,,,,,
AA5xxx Card - 032C.docx,AA5xxx,032C,1.00E-08,0.1,0.2,1.00E-08,0.6,5.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,148.8,284.9,,24.5,,DC,635,540°C > 5 hours,99.4,90,"flash annealing, 500°C 1 hour",6.7,N/A,,,,,,,
AA5xxx Card - 032D.docx,AA5xxx,032D,1.00E-08,0.1,0.2,1.00E-08,0.6,5.8,1.00E-08,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,132.3,269.2,,24.4,,DC,635,540°C > 5 hours,99.4,90,"flash annealing, 525°C 1 hour",7.6,N/A,,,,,,,
AA5xxx Card - 033A.docx,AA5xxx,033A,1.00E-08,0.11,0.21,0.04,0.35,4.6,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,155,312.5,,22,,DC,635,540°C > 5 hours,99.5,52.5,"flash annealing, 350°C 1 hour",25.2,N/A,,,,,,,
AA5xxx Card - 033B.docx,AA5xxx,033B,1.00E-08,0.11,0.21,0.04,0.35,4.6,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,161,311.5,,20,,DC,635,540°C > 5 hours,99.5,92,"flash annealing, 350°C 1 hour",15,N/A,,,,,,,
AA5xxx Card - 034A.docx,AA5xxx,034A,1.00E-08,0.08,0.22,0.04,0.33,4.35,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,150,300,,21,,DC,635,540°C > 5 hours,99.5,71.2,"flash annealing, 260°C 3 hours",9.9,N/A,,,,,,,
AA5xxx Card - 034B.docx,AA5xxx,034B,1.00E-08,0.08,0.22,0.04,0.33,4.35,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,150,300,,22,,DC,635,540°C > 5 hours,99.5,71.2,"flash annealing, 313°C 3 hours",12.5,N/A,,,,,,,
AA5xxx Card - 034C.docx,AA5xxx,034C,1.00E-08,0.08,0.22,0.04,0.33,4.35,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,150,300,,22.5,,DC,635,540°C > 5 hours,99.5,71.2,"flash annealing, 371°C 3 hours",14.4,N/A,,,,,,,
AA5xxx Card - 034D.docx,AA5xxx,034D,1.00E-08,0.08,0.22,0.04,0.33,4.35,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,154,299,,21.5,,DC,635,540°C > 5 hours,99.5,71.2,"flash annealing, 288°C 3 hours",10,N/A,,,,,,,
AA5xxx Card - 034E.docx,AA5xxx,034E,1.00E-08,0.08,0.22,0.04,0.33,4.35,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,150,290,,21.5,,DC,635,540°C > 5 hours,99.5,71.2,"flash annealing, 313°C 3 hours",10,N/A,,,,,,,
AA5xxx Card - 034F.docx,AA5xxx,034F,1.00E-08,0.08,0.22,0.04,0.33,4.35,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,145,285,,22.5,,DC,635,540°C > 5 hours,99.5,71.2,"flash annealing, 371°C 3 hours",10.6,N/A,,,,,,,
AA5xxx Card - 035A.docx,AA5xxx,035A,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,128,282,23.4,25.4,,DC,635,540°C > 5 hours,99.5,65,"batch annealing, 350°C 2 hours",34,N/A,,,,,,,
AA5xxx Card - 035B.docx,AA5xxx,035B,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,159,304,,21.5,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 350°C 1 minute",28,N/A,,,,,,,
AA5xxx Card - 035C.docx,AA5xxx,035C,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,155,300,,18,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 350°C 3 minutes",,N/A,,,,,,,
AA5xxx Card - 035D.docx,AA5xxx,035D,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,155.5,301,,21.5,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 350°C 5 minutes",30,N/A,,,,,,,
AA5xxx Card - 035E.docx,AA5xxx,035E,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,149,294,,17,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 350°C 10 minutes",,N/A,,,,,,,
AA5xxx Card - 035F.docx,AA5xxx,035F,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,116,261,,22.5,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 350°C 20 minutes",42,N/A,,,,,,,
AA5xxx Card - 035G.docx,AA5xxx,035G,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,174,319,,20,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 350°C 1 minute",,N/A,,,,,,,
AA5xxx Card - 035H.docx,AA5xxx,035H,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,138,283,,18,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 350°C 3 minutes",,N/A,,,,,,,
AA5xxx Card - 035I.docx,AA5xxx,035I,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,120,265,,18,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 350°C 5 minutes",,N/A,,,,,,,
AA5xxx Card - 035J.docx,AA5xxx,035J,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,105,250,,23,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 350°C 10 minutes",,N/A,,,,,,,
AA5xxx Card - 035K.docx,AA5xxx,035K,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,105,250,,24,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 350°C 20 minutes",,N/A,,,,,,,
AA5xxx Card - 035L.docx,AA5xxx,035L,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,175,320,,15,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 350°C 1 minute",,N/A,,,,,,,
AA5xxx Card - 035M.docx,AA5xxx,035M,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,120,265,,17,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 350°C 3 minutes",,N/A,,,,,,,
AA5xxx Card - 035N.docx,AA5xxx,035N,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115.5,261,,19,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 350°C 5 minutes",,N/A,,,,,,,
AA5xxx Card - 035O.docx,AA5xxx,035O,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115.5,261,,15.5,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 350°C 10 minutes",,N/A,,,,,,,
AA5xxx Card - 035P.docx,AA5xxx,035P,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115,260,,21,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 350°C 20 minutes",,N/A,,,,,,,
AA5xxx Card - 035Q.docx,AA5xxx,035Q,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,135.5,281,,24,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 350°C 1 minute",,N/A,,,,,,,
AA5xxx Card - 035R.docx,AA5xxx,035R,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,134.5,280,,24,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 350°C 3 minutes",,N/A,,,,,,,
AA5xxx Card - 035S.docx,AA5xxx,035S,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,133.5,279,,22,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 350°C 5 minutes",,N/A,,,,,,,
AA5xxx Card - 035T.docx,AA5xxx,035T,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,134,279,,22.5,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 350°C 10 minutes",,N/A,,,,,,,
AA5xxx Card - 035U.docx,AA5xxx,035U,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,132,277,,22,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 350°C 20 minutes",,N/A,,,,,,,
AA5xxx Card - 036A.docx,AA5xxx,036A,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,134,275,,19,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 400°C 1 minute",17,N/A,,,,,,,
AA5xxx Card - 036B.docx,AA5xxx,036B,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,131.5,276,,22.5,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 400°C 3 minutes",17.5,N/A,,,,,,,
AA5xxx Card - 036C.docx,AA5xxx,036C,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,134,279,,22.5,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 400°C 5 minutes",16,N/A,,,,,,,
AA5xxx Card - 036D.docx,AA5xxx,036D,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,130,275,,21.5,,DC,635,540°C > 5 hours,99.6,5,"flash annealing, 400°C 10 minutes",17.5,N/A,,,,,,,
AA5xxx Card - 036E.docx,AA5xxx,036E,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,134,280,,22.5,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 400°C 1 minute",16.5,N/A,,,,,,,
AA5xxx Card - 036F.docx,AA5xxx,036F,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,105,254,,22,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 400°C 3 minutes",43,N/A,,,,,,,
AA5xxx Card - 036G.docx,AA5xxx,036G,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,104,252,,23,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 400°C 5 minutes",45,N/A,,,,,,,
AA5xxx Card - 036H.docx,AA5xxx,036H,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,105,255,,24,,DC,635,540°C > 5 hours,99.6,10,"flash annealing, 400°C 10 minutes",45,N/A,,,,,,,
AA5xxx Card - 036I.docx,AA5xxx,036I,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,107.5,258,,22.5,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 400°C 1 minute",45,N/A,,,,,,,
AA5xxx Card - 036J.docx,AA5xxx,036J,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,106,253,,22.5,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 400°C 3 minutes",48,N/A,,,,,,,
AA5xxx Card - 036K.docx,AA5xxx,036K,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,108,260,,22.5,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 400°C 5 minutes",44,N/A,,,,,,,
AA5xxx Card - 036L.docx,AA5xxx,036L,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,106.5,260,,22,,DC,635,540°C > 5 hours,99.6,15,"flash annealing, 400°C 10 minutes",40,N/A,,,,,,,
AA5xxx Card - 036M.docx,AA5xxx,036M,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115,259,,18,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 400°C 1 minute",23,N/A,,,,,,,
AA5xxx Card - 036N.docx,AA5xxx,036N,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115,260,,18,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 400°C 3 minutes",23,N/A,,,,,,,
AA5xxx Card - 036O.docx,AA5xxx,036O,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115,260,,21,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 400°C 5 minutes",23,N/A,,,,,,,
AA5xxx Card - 036P.docx,AA5xxx,036P,1.00E-08,0.03,0.21,0.04,0.34,4.3,0.01,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,115,260,,20,,DC,635,540°C > 5 hours,99.6,20,"flash annealing, 400°C 10 minutes",23,N/A,,,,,,,
AA5xxx Card - 037A.docx,AA5xxx,037A,1.00E-08,0.11,0.33,0.02,0.08,2.37,0.2,1.00E-08,1.00E-08,0.005,1.00E-08,1.00E-08,1.00E-08,139,225,,17.6,0,DC,635,540°C > 5 hours,99.5,60,"batch annealing, 350°C 2 hours",30,N/A,,,,,,,
